,size,material,color,sleeves,demand
5321,M,nylon,black,long,medium
5322,S,nylon,red,short,high
5323,XS,cotton,red,long,medium
5324,M,nylon,blue,short,high
5325,XXL,cotton,white,short,medium
5326,L,cotton,black,short,medium
5327,XL,cotton,red,long,medium
5328,L,polyester,black,long,medium
5329,L,cotton,red,long,medium
5330,XXL,silk,black,short,low
5331,M,polyester,black,long,medium
5332,L,linen,cream,long,high
5333,L,nylon,white,short,high
5334,3XL,polyester,green,short,medium
5335,M,nylon,orange,long,medium
5336,L,nylon,white,short,high
5337,M,cotton,navy,long,medium
5338,S,linen,violet,short,high
5339,L,linen,red,long,high
5340,L,linen,navy,short,high
5341,3XL,linen,black,long,low
5342,L,nylon,yellow,long,medium
5343,S,cotton,green,short,high
5344,3XL,linen,white,long,low
5345,XXL,nylon,orange,long,low
5346,XXL,cotton,blue,short,high
5347,L,linen,red,long,high
5348,S,cotton,yellow,long,medium
5349,L,nylon,blue,short,high
5350,M,polyester,blue,long,medium
5351,M,polyester,red,short,high
5352,L,polyester,black,long,medium
5353,L,nylon,yellow,long,medium
5354,XL,nylon,navy,short,high
5355,XS,cotton,violet,long,medium
5356,XS,nylon,red,long,high
5357,L,nylon,yellow,long,medium
5358,3XL,silk,blue,long,low
5359,L,polyester,black,long,medium
5360,M,nylon,black,long,medium
5361,XL,polyester,black,long,medium
5362,XL,linen,orange,short,high
5363,XL,linen,black,long,medium
5364,L,polyester,red,short,high
5365,M,nylon,violet,short,high
5366,S,cotton,navy,short,high
5367,XL,polyester,blue,long,medium
5368,M,nylon,black,long,medium
5369,L,linen,orange,long,high
5370,XXL,linen,red,short,high
5371,XXL,polyester,yellow,long,low
5372,M,linen,cream,short,high
5373,L,polyester,white,long,high
5374,M,nylon,green,long,medium
5375,L,silk,white,long,medium
5376,L,polyester,white,short,high
5377,M,polyester,navy,long,medium
5378,S,cotton,red,long,high
5379,3XL,polyester,cream,long,medium
5380,L,cotton,black,long,medium
5381,XL,polyester,cream,short,high
5382,M,nylon,black,long,medium
5383,XL,linen,violet,long,medium
5384,XL,polyester,black,short,medium
5385,L,cotton,white,short,high
5386,M,cotton,black,long,medium
5387,XS,nylon,black,long,medium
5388,M,polyester,orange,long,medium
5389,XL,polyester,black,long,medium
5390,XL,polyester,cream,long,medium
5391,L,polyester,white,long,high
5392,M,linen,white,long,high
5393,XXL,cotton,white,long,medium
5394,XXL,polyester,cream,long,medium
5395,XL,nylon,navy,long,medium
5396,S,polyester,yellow,short,high
5397,XL,polyester,green,short,high
5398,XL,polyester,cream,short,high
5399,L,polyester,violet,short,high
5400,3XL,linen,cream,short,high
5401,L,cotton,black,long,medium
5402,S,polyester,cream,short,high
5403,S,cotton,white,short,high
5404,S,linen,white,short,high
5405,L,nylon,red,long,medium
5406,XL,polyester,cream,short,high
5407,M,nylon,white,short,medium
5408,L,linen,black,short,medium
5409,L,linen,black,long,medium
5410,XXL,linen,black,long,medium
5411,3XL,nylon,navy,long,medium
5412,XXL,silk,black,short,low
5413,M,linen,red,long,high
5414,M,linen,orange,short,high
5415,XL,nylon,red,short,high
5416,3XL,linen,cream,short,high
5417,L,nylon,violet,short,high
5418,XL,nylon,black,short,medium
5419,M,silk,black,long,low
5420,XXL,cotton,white,long,medium
5421,L,linen,cream,long,high
5422,L,nylon,orange,long,medium
5423,XXL,nylon,cream,long,medium
5424,XL,polyester,green,short,high
5425,L,nylon,blue,short,high
5426,M,polyester,blue,long,medium
5427,XL,polyester,yellow,long,medium
5428,XS,silk,cream,long,medium
5429,XL,linen,black,short,medium
5430,M,linen,orange,long,medium
5431,M,nylon,white,short,medium
5432,M,linen,yellow,short,high
5433,S,polyester,black,long,medium
5434,L,polyester,white,short,high
5435,L,polyester,cream,short,high
5436,M,polyester,white,long,medium
5437,3XL,linen,black,short,low
5438,L,linen,violet,long,high
5439,XXL,polyester,green,long,low
5440,XS,polyester,black,long,medium
5441,M,silk,yellow,long,low
5442,L,cotton,yellow,short,high
5443,XL,cotton,navy,short,high
5444,XL,linen,red,long,high
5445,S,polyester,black,long,medium
5446,L,linen,navy,short,high
5447,M,cotton,black,short,medium
5448,3XL,nylon,black,short,medium
5449,L,cotton,blue,short,high
5450,3XL,cotton,black,short,medium
5451,3XL,nylon,navy,long,medium
5452,XXL,cotton,navy,short,high
5453,S,nylon,orange,long,high
5454,3XL,polyester,navy,long,medium
5455,M,polyester,violet,short,high
5456,S,nylon,black,long,medium
5457,S,nylon,white,short,medium
5458,S,linen,green,short,high
5459,3XL,polyester,yellow,long,low
5460,L,nylon,blue,long,medium
5461,L,linen,black,long,medium
5462,M,polyester,red,long,medium
5463,XXL,polyester,white,long,low
5464,M,polyester,white,short,medium
5465,S,linen,navy,short,high
5466,XXL,nylon,blue,long,medium
5467,XS,cotton,blue,long,medium
5468,XXL,nylon,white,long,low
5469,L,polyester,white,long,high
5470,XL,nylon,yellow,short,high
5471,M,linen,black,short,medium
5472,M,cotton,cream,short,high
5473,L,linen,cream,short,high
5474,L,nylon,blue,long,medium
5475,S,cotton,red,short,high
5476,S,silk,red,long,medium
5477,XXL,polyester,yellow,short,high
5478,M,nylon,cream,short,high
5479,L,cotton,white,long,high
5480,XL,polyester,black,long,medium
5481,S,nylon,black,long,medium
5482,XS,polyester,navy,long,high
5483,3XL,polyester,red,short,high
5484,L,cotton,black,long,medium
5485,XXL,nylon,blue,long,medium
5486,S,silk,black,short,low
5487,L,polyester,white,long,high
5488,XL,linen,navy,long,high
5489,L,polyester,violet,short,high
5490,M,linen,red,long,high
5491,M,cotton,red,short,high
5492,S,cotton,black,short,medium
5493,M,polyester,cream,long,medium
5494,L,nylon,cream,long,medium
5495,L,nylon,navy,long,medium
5496,M,cotton,red,long,medium
5497,XXL,polyester,orange,long,low
5498,XL,polyester,cream,short,high
5499,3XL,polyester,white,long,low
5500,L,polyester,red,long,medium
5501,XL,polyester,red,short,high
5502,3XL,polyester,white,short,low
5503,L,linen,red,long,high
5504,XL,polyester,blue,long,medium
5505,L,polyester,yellow,long,medium
5506,XS,nylon,blue,long,high
5507,L,cotton,white,short,high
5508,XXL,polyester,red,long,medium
5509,XXL,nylon,black,short,medium
5510,XL,polyester,white,long,low
5511,XXL,linen,violet,long,medium
5512,XS,silk,black,short,low
5513,L,nylon,violet,short,high
5514,L,polyester,blue,long,medium
5515,L,nylon,blue,long,medium
5516,XL,linen,red,short,high
5517,M,nylon,cream,long,medium
5518,L,polyester,yellow,long,medium
5519,M,polyester,white,long,medium
5520,L,nylon,cream,long,medium
5521,S,nylon,cream,short,high
5522,L,nylon,orange,short,high
5523,XS,polyester,cream,long,high
5524,M,silk,navy,short,low
5525,M,polyester,cream,short,high
5526,M,cotton,blue,long,medium
5527,L,polyester,cream,long,medium
5528,L,polyester,black,long,medium
5529,XL,polyester,black,long,medium
5530,XL,polyester,yellow,long,medium
5531,3XL,cotton,violet,long,low
5532,3XL,nylon,black,long,medium
5533,XXL,linen,yellow,short,high
5534,M,linen,yellow,long,medium
5535,L,silk,red,long,low
5536,M,cotton,white,short,high
5537,XL,nylon,violet,short,high
5538,M,silk,white,long,low
5539,L,linen,cream,short,high
5540,XL,nylon,black,long,medium
5541,XL,polyester,white,long,low
5542,M,linen,white,short,high
5543,S,cotton,green,short,high
5544,S,polyester,black,long,medium
5545,XL,cotton,blue,short,high
5546,XL,polyester,blue,long,medium
5547,XL,nylon,red,long,medium
5548,M,linen,blue,short,high
5549,M,silk,white,short,low
5550,XS,nylon,white,long,medium
5551,XXL,cotton,cream,long,medium
5552,S,cotton,blue,long,high
5553,L,cotton,white,long,high
5554,S,silk,blue,long,medium
5555,L,cotton,violet,long,medium
5556,XS,polyester,black,long,medium
5557,XXL,nylon,red,long,medium
5558,M,nylon,violet,short,high
5559,M,polyester,white,long,medium
5560,S,polyester,cream,long,high
5561,M,cotton,orange,long,low
5562,XXL,cotton,white,long,medium
5563,L,linen,black,short,medium
5564,3XL,nylon,cream,short,high
5565,XL,nylon,red,short,high
5566,S,polyester,yellow,short,high
5567,S,silk,white,long,low
5568,XXL,polyester,red,long,medium
5569,M,nylon,cream,short,high
5570,M,nylon,violet,short,high
5571,XXL,polyester,white,short,low
5572,3XL,polyester,cream,long,medium
5573,L,linen,navy,long,high
5574,L,nylon,navy,short,high
5575,XL,polyester,blue,long,medium
5576,M,cotton,black,long,medium
5577,XS,nylon,white,short,medium
5578,L,polyester,blue,short,high
5579,M,nylon,black,short,medium
5580,XL,polyester,red,short,high
5581,XXL,silk,white,short,low
5582,M,nylon,black,short,medium
5583,3XL,polyester,white,long,low
5584,L,nylon,red,long,medium
5585,3XL,linen,white,long,low
5586,M,cotton,black,long,medium
5587,S,polyester,black,short,medium
5588,3XL,linen,white,long,low
5589,S,cotton,red,long,high
5590,M,cotton,white,short,high
5591,S,nylon,white,short,medium
5592,L,cotton,orange,short,high
5593,L,polyester,orange,short,high
5594,L,silk,yellow,long,low
5595,M,nylon,cream,short,high
5596,S,nylon,red,long,high
5597,L,polyester,black,long,medium
5598,XL,nylon,blue,short,high
5599,M,polyester,blue,long,medium
5600,XXL,cotton,black,long,medium
5601,M,cotton,black,long,medium
5602,S,linen,blue,long,high
5603,XXL,nylon,black,long,medium
5604,M,nylon,green,long,medium
5605,L,silk,navy,long,low
5606,XXL,cotton,red,short,high
5607,3XL,polyester,white,long,low
5608,XL,nylon,cream,long,medium
5609,3XL,linen,white,short,low
5610,S,nylon,cream,short,high
5611,XXL,linen,white,short,medium
5612,M,polyester,black,long,medium
5613,L,polyester,white,long,high
5614,L,nylon,green,short,high
5615,S,cotton,navy,short,high
5616,XL,nylon,navy,short,high
5617,L,cotton,violet,long,medium
5618,M,linen,violet,short,high
5619,XL,linen,blue,long,high
5620,XL,polyester,white,long,low
5621,M,cotton,cream,short,high
5622,M,polyester,violet,long,medium
5623,M,cotton,yellow,long,low
5624,M,cotton,black,long,medium
5625,S,linen,yellow,long,high
5626,M,polyester,red,short,high
5627,S,linen,cream,short,high
5628,XL,linen,white,long,medium
5629,M,nylon,navy,short,high
5630,L,cotton,yellow,long,medium
5631,L,cotton,white,long,high
5632,M,polyester,navy,long,medium
5633,M,nylon,blue,short,high
5634,XXL,cotton,yellow,short,medium
5635,L,nylon,blue,long,medium
5636,XS,cotton,white,long,high
5637,3XL,cotton,blue,long,low
5638,XXL,nylon,red,short,high
5639,L,polyester,violet,short,high
5640,L,nylon,red,long,medium
5641,L,nylon,yellow,long,medium
5642,S,linen,red,long,high
5643,M,nylon,cream,short,high
5644,XXL,nylon,yellow,long,low
5645,XXL,nylon,navy,short,high
5646,XXL,cotton,navy,long,medium
5647,XL,polyester,white,long,low
5648,S,polyester,violet,long,high
5649,XS,nylon,black,long,medium
5650,M,polyester,cream,long,medium
5651,XL,silk,blue,long,low
5652,3XL,polyester,navy,long,medium
5653,XL,nylon,cream,long,medium
5654,XS,polyester,red,short,high
5655,L,linen,black,long,medium
5656,3XL,cotton,red,short,medium
5657,S,polyester,red,short,high
5658,XS,silk,cream,long,medium
5659,L,nylon,orange,short,high
5660,M,cotton,navy,short,high
5661,XXL,nylon,black,short,medium
5662,3XL,nylon,navy,long,medium
5663,XL,silk,green,short,low
5664,S,nylon,orange,short,high
5665,3XL,nylon,blue,long,low
5666,M,cotton,black,short,medium
5667,XL,polyester,orange,short,high
5668,XL,linen,navy,long,high
5669,XXL,nylon,black,long,medium
5670,XL,polyester,cream,long,medium
5671,L,polyester,cream,short,high
5672,L,cotton,orange,short,high
5673,XL,polyester,green,short,high
5674,XL,silk,white,short,low
5675,XL,cotton,black,short,medium
5676,L,silk,yellow,short,low
5677,3XL,polyester,yellow,long,low
5678,XL,nylon,blue,short,high
5679,XXL,silk,navy,short,low
5680,XL,polyester,white,short,low
5681,L,linen,blue,short,high
5682,L,polyester,red,long,medium
5683,XXL,polyester,orange,short,high
5684,L,nylon,black,short,medium
5685,M,linen,green,long,medium
5686,L,cotton,violet,short,high
5687,XS,cotton,yellow,short,high
5688,L,linen,violet,long,high
5689,S,polyester,red,long,high
5690,S,nylon,black,short,medium
5691,3XL,linen,yellow,long,medium
5692,L,polyester,yellow,short,high
5693,L,polyester,white,short,high
5694,L,nylon,violet,long,medium
5695,L,linen,violet,long,high
5696,XL,polyester,navy,short,high
5697,XXL,polyester,white,short,low
5698,M,nylon,blue,long,medium
5699,XXL,nylon,red,short,high
5700,XL,nylon,black,short,medium
5701,S,linen,cream,short,high
5702,XS,nylon,navy,long,high
5703,M,cotton,blue,short,high
5704,L,polyester,white,short,high
5705,XL,nylon,cream,short,high
5706,M,polyester,white,long,medium
5707,L,nylon,cream,short,high
5708,XL,cotton,black,long,medium
5709,XL,linen,black,long,medium
5710,S,nylon,black,short,medium
5711,3XL,polyester,violet,short,medium
5712,XL,nylon,navy,long,medium
5713,L,cotton,navy,long,medium
5714,XXL,cotton,white,short,medium
5715,L,polyester,blue,long,medium
5716,XL,linen,red,short,high
5717,S,polyester,navy,long,high
5718,XL,nylon,violet,long,medium
5719,XXL,polyester,navy,short,high
5720,L,linen,red,short,high
5721,M,linen,blue,short,high
5722,L,polyester,black,long,medium
5723,XL,cotton,cream,long,medium
5724,M,cotton,blue,long,medium
5725,S,cotton,green,short,high
5726,L,polyester,navy,long,medium
5727,S,silk,blue,short,medium
5728,XL,cotton,white,short,medium
5729,M,polyester,navy,long,medium
5730,XL,nylon,black,short,medium
5731,M,nylon,white,short,medium
5732,XS,cotton,navy,long,medium
5733,XL,silk,yellow,long,low
5734,L,nylon,red,long,medium
5735,XL,linen,navy,long,high
5736,XL,linen,yellow,long,medium
5737,S,polyester,yellow,short,high
5738,XL,polyester,navy,short,high
5739,XXL,nylon,cream,long,medium
5740,M,cotton,blue,long,medium
5741,3XL,nylon,violet,long,low
5742,XL,cotton,white,long,medium
5743,S,cotton,yellow,long,medium
5744,L,linen,white,long,high
5745,XL,polyester,orange,long,medium
5746,S,silk,cream,long,medium
5747,XL,polyester,blue,short,high
5748,S,linen,green,long,high
5749,M,linen,blue,long,high
5750,XL,polyester,white,short,low
5751,L,polyester,blue,short,high
5752,XS,nylon,black,short,medium
5753,M,silk,black,short,low
5754,XXL,linen,cream,long,medium
5755,L,polyester,violet,long,medium
5756,S,silk,white,short,low
5757,S,linen,violet,short,high
5758,XS,polyester,navy,short,high
5759,XL,polyester,white,short,low
5760,XL,linen,navy,short,high
5761,XS,nylon,yellow,short,high
5762,M,polyester,blue,long,medium
5763,L,linen,orange,long,high
5764,XS,nylon,navy,short,high
5765,XL,polyester,red,short,high
5766,L,polyester,red,short,high
5767,L,polyester,cream,short,high
5768,L,cotton,yellow,short,high
5769,3XL,linen,blue,long,medium
5770,XL,cotton,white,long,medium
5771,M,polyester,cream,short,high
5772,L,polyester,cream,short,high
5773,XL,nylon,white,long,low
5774,L,silk,white,long,medium
5775,XXL,polyester,blue,long,medium
5776,3XL,cotton,black,short,medium
5777,L,polyester,cream,short,high
5778,XL,cotton,black,short,medium
5779,S,linen,cream,short,high
5780,L,cotton,navy,short,high
5781,S,linen,navy,short,high
5782,XS,polyester,black,long,medium
5783,M,linen,black,short,medium
5784,XXL,linen,violet,long,medium
5785,M,linen,cream,short,high
5786,3XL,polyester,white,long,low
5787,XXL,nylon,navy,short,high
5788,L,polyester,yellow,long,medium
5789,XS,nylon,orange,long,medium
5790,3XL,polyester,orange,short,medium
5791,XS,linen,white,long,high
5792,S,linen,white,long,high
5793,S,nylon,cream,short,high
5794,XXL,cotton,green,short,medium
5795,XXL,polyester,blue,long,medium
5796,S,nylon,blue,short,high
5797,XXL,polyester,red,short,high
5798,S,cotton,navy,short,high
5799,3XL,linen,orange,short,high
5800,XL,nylon,white,short,low
5801,XL,polyester,black,short,medium
5802,M,nylon,navy,short,high
5803,L,cotton,cream,long,medium
5804,S,polyester,orange,long,high
5805,L,nylon,black,short,medium
5806,L,cotton,red,long,medium
5807,XS,polyester,navy,long,high
5808,XXL,nylon,red,long,medium
5809,S,nylon,orange,long,high
5810,L,linen,white,short,high
5811,S,polyester,black,long,medium
5812,S,polyester,white,short,medium
5813,M,nylon,red,long,medium
5814,3XL,nylon,navy,long,medium
5815,XS,nylon,cream,long,high
5816,S,polyester,black,long,medium
5817,L,nylon,navy,long,medium
5818,L,cotton,red,long,medium
5819,XXL,cotton,blue,short,high
5820,L,cotton,white,short,high
5821,L,polyester,cream,short,high
5822,XL,nylon,yellow,long,medium
5823,XXL,polyester,red,long,medium
5824,3XL,nylon,green,short,medium
5825,L,nylon,red,short,high
5826,3XL,cotton,white,long,medium
5827,XL,linen,green,short,high
5828,L,cotton,blue,short,high
5829,XL,polyester,white,long,low
5830,L,silk,orange,short,low
5831,XS,nylon,blue,short,high
5832,M,polyester,white,short,medium
5833,L,linen,blue,short,high
5834,M,nylon,white,long,medium
5835,L,nylon,black,long,medium
5836,S,nylon,white,short,medium
5837,M,linen,cream,short,high
5838,XL,silk,navy,long,low
5839,3XL,cotton,yellow,long,low
5840,S,nylon,cream,short,high
5841,S,linen,navy,short,high
5842,L,nylon,black,long,medium
5843,XL,cotton,red,short,high
5844,XL,nylon,cream,long,medium
5845,XS,nylon,white,long,medium
5846,M,cotton,red,long,medium
5847,L,linen,navy,long,high
5848,XXL,polyester,yellow,short,high
5849,S,nylon,black,short,medium
5850,L,polyester,navy,long,medium
5851,XXL,polyester,violet,long,low
5852,XL,polyester,navy,long,medium
5853,XXL,cotton,black,long,medium
5854,S,polyester,white,long,medium
5855,L,polyester,red,long,medium
5856,3XL,cotton,white,long,medium
5857,L,nylon,green,short,high
5858,3XL,cotton,black,long,medium
5859,3XL,nylon,white,long,low
5860,3XL,polyester,violet,short,medium
5861,XXL,nylon,red,long,medium
5862,3XL,polyester,cream,long,medium
5863,S,cotton,cream,long,high
5864,S,cotton,blue,short,high
5865,L,linen,blue,long,high
5866,L,cotton,white,short,high
5867,M,linen,black,long,medium
5868,L,polyester,black,short,medium
5869,S,cotton,white,short,high
5870,XXL,linen,yellow,short,high
5871,XS,nylon,white,long,medium
5872,L,polyester,white,short,high
5873,XXL,silk,blue,long,low
5874,L,silk,yellow,short,low
5875,XXL,polyester,green,long,low
5876,M,linen,black,short,medium
5877,L,polyester,blue,short,high
5878,M,polyester,red,long,medium
5879,L,nylon,green,long,medium
5880,S,polyester,yellow,short,high
5881,XS,linen,black,short,low
5882,L,linen,black,short,medium
5883,L,nylon,orange,long,medium
5884,S,silk,green,short,medium
5885,M,polyester,black,long,medium
5886,S,nylon,orange,long,high
5887,M,linen,navy,long,high
5888,S,linen,cream,long,high
5889,S,linen,navy,short,high
5890,XS,polyester,orange,short,high
5891,XL,nylon,green,short,high
5892,L,linen,black,short,medium
5893,S,silk,black,long,low
5894,XL,cotton,navy,long,medium
5895,XL,polyester,black,short,medium
5896,3XL,polyester,white,long,low
5897,XL,polyester,cream,long,medium
5898,L,cotton,blue,long,medium
5899,M,polyester,white,long,medium
5900,XL,polyester,blue,short,high
5901,S,nylon,white,long,medium
5902,XL,polyester,red,short,high
5903,S,polyester,navy,short,high
5904,L,linen,green,long,medium
5905,M,linen,yellow,short,high
5906,XL,polyester,orange,long,medium
5907,3XL,nylon,cream,long,medium
5908,XS,polyester,black,long,medium
5909,L,polyester,black,long,medium
5910,L,linen,cream,long,high
5911,XL,linen,red,long,high
5912,XL,nylon,black,short,medium
5913,XL,cotton,blue,short,high
5914,M,nylon,red,short,high
5915,L,nylon,yellow,short,high
5916,XL,polyester,white,short,low
5917,XL,cotton,blue,short,high
5918,3XL,polyester,white,long,low
5919,L,silk,cream,short,low
5920,L,silk,black,long,medium
5921,S,nylon,cream,short,high
5922,M,polyester,green,short,high
5923,XXL,linen,orange,short,high
5924,XS,cotton,white,short,high
5925,M,polyester,orange,short,high
5926,XS,polyester,green,long,medium
5927,XS,linen,navy,short,high
5928,M,nylon,violet,long,medium
5929,3XL,linen,red,short,high
5930,L,cotton,violet,long,medium
5931,XXL,polyester,black,long,medium
5932,M,polyester,blue,long,medium
5933,XXL,linen,violet,long,medium
5934,XL,silk,violet,long,low
5935,S,nylon,yellow,short,high
5936,XL,polyester,cream,short,high
5937,S,polyester,navy,short,high
5938,XL,cotton,yellow,short,high
5939,L,polyester,yellow,long,medium
5940,XL,cotton,black,short,medium
5941,L,polyester,navy,short,high
5942,L,nylon,black,short,medium
5943,XL,silk,navy,long,low
5944,M,polyester,navy,short,high
5945,XS,cotton,red,long,medium
5946,M,cotton,black,short,medium
5947,S,nylon,white,long,medium
5948,S,polyester,red,long,high
5949,XL,polyester,blue,short,high
5950,L,cotton,black,short,medium
5951,S,nylon,green,short,high
5952,L,cotton,violet,short,high
5953,XL,polyester,red,long,medium
5954,3XL,nylon,black,long,medium
5955,XL,linen,green,long,medium
5956,S,polyester,navy,short,high
5957,XS,cotton,white,long,high
5958,XL,polyester,navy,short,high
5959,3XL,linen,cream,long,medium
5960,XXL,polyester,orange,short,high
5961,L,polyester,black,long,medium
5962,XL,nylon,cream,short,high
5963,3XL,linen,white,long,low
5964,3XL,polyester,yellow,long,low
5965,L,silk,green,short,low
5966,M,nylon,yellow,long,medium
5967,M,nylon,navy,long,medium
5968,M,cotton,navy,short,high
5969,L,polyester,orange,long,medium
5970,S,polyester,red,long,high
5971,XXL,cotton,navy,short,high
5972,M,nylon,white,long,medium
5973,XS,cotton,green,short,high
5974,XS,nylon,cream,short,high
5975,XXL,silk,violet,long,low
5976,M,cotton,black,long,medium
5977,M,polyester,yellow,long,medium
5978,L,cotton,cream,long,medium
5979,XL,nylon,white,short,low
5980,M,nylon,cream,short,high
5981,XXL,nylon,blue,short,high
5982,XL,polyester,black,long,medium
5983,XS,polyester,navy,short,high
5984,M,nylon,white,short,medium
5985,M,cotton,red,short,high
5986,L,cotton,cream,short,high
5987,M,polyester,violet,short,high
5988,M,cotton,violet,long,low
5989,S,polyester,yellow,long,high
5990,L,cotton,black,short,medium
5991,S,cotton,blue,long,high
5992,M,silk,red,long,low
5993,S,cotton,blue,short,high
5994,XL,silk,black,short,low
5995,M,nylon,navy,short,high
5996,XXL,linen,violet,short,high
5997,3XL,cotton,white,short,medium
5998,XS,cotton,black,long,medium
5999,XL,silk,blue,long,low
6000,S,cotton,yellow,long,medium
6001,L,polyester,black,short,medium
6002,XL,cotton,violet,long,low
6003,3XL,linen,orange,long,medium
6004,S,cotton,red,long,high
6005,L,nylon,white,long,high
6006,3XL,polyester,violet,long,low
6007,S,polyester,navy,long,high
6008,L,cotton,yellow,short,high
6009,XXL,linen,green,long,medium
6010,M,polyester,orange,short,high
6011,XS,linen,white,short,high
6012,XL,cotton,white,short,medium
6013,M,polyester,blue,short,high
6014,L,nylon,violet,long,medium
6015,S,polyester,cream,short,high
6016,XL,nylon,orange,long,medium
6017,XXL,nylon,navy,long,medium
6018,L,silk,orange,long,low
6019,3XL,nylon,blue,long,low
6020,L,nylon,navy,long,medium
6021,XS,linen,cream,long,high
6022,XXL,linen,orange,long,medium
6023,S,cotton,white,long,high
6024,XXL,cotton,black,long,medium
6025,M,cotton,blue,short,high
6026,M,polyester,white,short,medium
6027,L,cotton,white,short,high
6028,L,nylon,cream,short,high
6029,XL,nylon,green,short,high
6030,XXL,polyester,white,short,low
6031,XL,nylon,orange,long,medium
6032,L,nylon,violet,short,high
6033,XL,linen,black,long,medium
6034,M,polyester,red,short,high
6035,XXL,cotton,yellow,short,medium
6036,XL,linen,orange,long,medium
6037,L,cotton,white,short,high
6038,XS,nylon,white,long,medium
6039,3XL,nylon,blue,long,low
6040,L,cotton,cream,long,medium
6041,M,linen,yellow,short,high
6042,L,silk,violet,long,low
6043,S,nylon,blue,short,high
6044,L,polyester,black,long,medium
6045,XS,polyester,violet,long,medium
6046,3XL,cotton,navy,short,medium
6047,XXL,polyester,cream,short,high
6048,M,polyester,cream,long,medium
6049,S,linen,cream,long,high
6050,XL,linen,yellow,long,medium
6051,L,nylon,white,long,high
6052,3XL,nylon,yellow,long,low
6053,L,nylon,navy,short,high
6054,XL,nylon,violet,long,medium
6055,3XL,cotton,blue,short,medium
6056,XL,cotton,yellow,long,low
6057,XL,cotton,black,long,medium
6058,XXL,silk,cream,long,low
6059,L,polyester,orange,long,medium
6060,M,nylon,navy,long,medium
6061,XS,nylon,blue,long,high
6062,XS,polyester,violet,long,medium
6063,M,cotton,orange,long,low
6064,3XL,nylon,yellow,short,medium
6065,L,nylon,orange,long,medium
6066,L,nylon,orange,long,medium
6067,L,cotton,navy,long,medium
6068,XS,linen,black,short,low
6069,L,polyester,orange,short,high
6070,L,nylon,white,short,high
6071,XXL,nylon,navy,short,high
6072,XL,linen,black,long,medium
6073,XL,polyester,blue,long,medium
6074,L,cotton,yellow,long,medium
6075,L,nylon,yellow,short,high
6076,3XL,linen,yellow,short,high
6077,XXL,cotton,black,short,medium
6078,L,nylon,orange,long,medium
6079,L,polyester,black,long,medium
6080,L,linen,cream,short,high
6081,L,linen,black,short,medium
6082,M,polyester,cream,short,high
6083,M,polyester,green,short,high
6084,L,cotton,white,short,high
6085,M,linen,white,long,high
6086,XS,nylon,white,long,medium
6087,M,cotton,black,long,medium
6088,S,cotton,blue,long,high
6089,3XL,cotton,white,short,medium
6090,XL,linen,cream,long,high
6091,M,polyester,black,short,medium
6092,3XL,nylon,black,short,medium
6093,L,linen,black,short,medium
6094,XS,linen,orange,short,high
6095,XL,polyester,blue,short,high
6096,M,linen,cream,long,high
6097,M,cotton,navy,short,high
6098,XS,cotton,orange,long,medium
6099,XS,polyester,black,short,medium
6100,L,nylon,red,short,high
6101,XXL,cotton,red,short,high
6102,M,cotton,navy,long,medium
6103,L,polyester,cream,long,medium
6104,M,nylon,yellow,long,medium
6105,XL,linen,cream,long,high
6106,S,linen,black,short,medium
6107,M,cotton,yellow,long,low
6108,M,nylon,red,long,medium
6109,XL,silk,red,long,low
6110,XXL,nylon,yellow,long,low
6111,3XL,polyester,cream,long,medium
6112,L,linen,violet,long,high
6113,M,cotton,green,long,low
6114,XL,linen,violet,short,high
6115,S,nylon,black,short,medium
6116,XL,nylon,orange,long,medium
6117,XXL,cotton,orange,long,low
6118,XS,cotton,white,long,high
6119,3XL,nylon,black,long,medium
6120,M,polyester,white,long,medium
6121,XL,cotton,cream,long,medium
6122,S,nylon,blue,long,high
6123,XXL,polyester,cream,long,medium
6124,M,linen,blue,long,high
6125,M,silk,blue,short,low
6126,XXL,polyester,orange,short,high
6127,M,nylon,yellow,short,high
6128,XXL,cotton,navy,short,high
6129,XXL,nylon,black,long,medium
6130,XXL,nylon,white,long,low
6131,3XL,linen,blue,short,high
6132,3XL,cotton,white,long,medium
6133,XL,polyester,black,short,medium
6134,L,nylon,black,long,medium
6135,L,nylon,yellow,long,medium
6136,L,nylon,cream,short,high
6137,M,polyester,cream,short,high
6138,XL,silk,navy,long,low
6139,S,nylon,navy,short,high
6140,S,cotton,cream,short,high
6141,XXL,polyester,red,long,medium
6142,XXL,nylon,white,long,low
6143,XXL,polyester,green,long,low
6144,XL,polyester,blue,short,high
6145,XS,cotton,yellow,short,high
6146,XL,polyester,blue,short,high
6147,L,nylon,cream,long,medium
6148,S,linen,orange,short,high
6149,XL,polyester,white,long,low
6150,XL,nylon,black,short,medium
6151,M,polyester,orange,long,medium
6152,M,nylon,yellow,long,medium
6153,L,polyester,red,short,high
6154,XL,polyester,blue,short,high
6155,XL,polyester,white,short,low
6156,S,linen,black,short,medium
6157,XL,polyester,black,long,medium
6158,L,polyester,black,long,medium
6159,S,nylon,cream,short,high
6160,M,polyester,green,long,medium
6161,XL,nylon,blue,long,medium
6162,M,polyester,cream,short,high
6163,L,cotton,white,long,high
6164,XXL,nylon,cream,short,high
6165,S,cotton,red,long,high
6166,L,nylon,black,long,medium
6167,S,polyester,white,long,medium
6168,L,nylon,blue,long,medium
